,0
0,0.614832282066
1,0.647689580917
2,0.665192961693
3,0.667908906937
4,0.662076413631
5,0.657344460487
6,0.652051508427
7,0.63856524229
8,0.626789987087
9,0.611642956734
10,0.594975054264
11,0.568157494068
12,0.534725666046
13,0.498012393713
14,0.44869223237
15,0.401434600353
16,0.345801413059
17,0.272524088621
18,0.205888271332
19,0.146533414721
